date,time,en_base_asset,amount_precision,base_asset,categories,change_24h,change_7D,created_at,en_base_asset,en_quote_asset,fa_base_asset,fa_quote_asset,flags,is_margin,is_market_type_enable,is_new,is_otc,is_spot,is_tmn_based,is_usdt_based,is_zero_fee,leverage_step,max_leverage,otc_is_new,price,price_precision,quote_asset,quote_volume_24h,spot_is_new,symbol,volume_24h
2025-08-24,17:25:54,Dogecoin,1,DOGE,[4],-0.64,-1.75,2022-12-18T00:00:00Z,Dogecoin,Toman,دوج کوین,تومان,[],True,True,False,True,True,True,False,False,0.5,10,False,21909,0,TMN,29011128806.718132,False,DOGETMN,1317833.2867377
2025-08-24,17:25:54,Arbitrum,4,ARB,"[13, 16, 35, 38]",-1.13,-1.15,2023-07-17T00:00:00Z,Arbitrum,Toman,اربیتروم,تومان,[],True,True,False,True,True,True,False,False,0.5,10,False,54603,0,TMN,19785179088.756668,False,ARBTMN,352984.80120092
2025-08-24,17:25:54,PolkaStarter,1,POLS,"[13, 22]",1.04,-3.54,2022-05-25T00:00:00Z,PolkaStarter,Toman,پولکا استارتر,تومان,['isRisky'],False,True,False,True,True,True,False,False,,,False,19000,0,TMN,18627771519,False,POLSTMN,962003.68837422
2025-08-24,17:25:54,SONIC,2,S,"[13, 16, 44, 53]",0.32,-1.28,2025-01-14T00:00:00Z,SONIC,Toman,سونیک,تومان,[],True,True,False,True,True,True,False,False,0.5,10,False,32221,0,TMN,15533992797.66435,False,STMN,485627.29807436
2025-08-24,17:25:54,NOTCOIN,0,NOT,"[4, 22, 25]",-2.71,-2.3,2024-06-11T00:00:00Z,NOTCOIN,Toman,نات کوین,تومان,[],True,True,False,True,True,True,False,False,0.5,10,False,183,1,TMN,12679007464.4,False,NOTTMN,68514762.99740852
2025-08-24,17:25:54,Chainlink,2,LINK,"[13, 22, 19, 50]",0.58,-2.38,2021-12-16T00:00:00Z,Chainlink,Toman,چین لینک,تومان,[],True,True,False,True,True,True,False,False,0.5,10,False,2440778,0,TMN,12559814044.725441,False,LINKTMN,5151.9643103
2025-08-24,17:25:54,Mog Coin,1,MOG,"[4, 100001]",-96.62,-96.62,2025-08-20T00:00:00Z,Mog Coin,Toman,ماگ کوین,تومان,[],False,True,True,True,True,True,False,False,,,True,0.1049,4,TMN,12025966877.724703,True,MOGTMN,112448271841.7569
2025-08-24,17:25:54,Cardano,1,ADA,"[13, 16, 44]",-0.42,-0.66,2021-05-01T00:00:00Z,Cardano,Toman,کاردانو,تومان,[],True,True,False,True,True,True,False,False,0.5,10,False,85436,0,TMN,10196039833.6,False,ADATMN,119325.98803568
2025-08-24,17:25:54,FLOKI,0,FLOKI,[4],-1.01,-4.83,2023-05-28T00:00:00Z,FLOKI,Toman,فلوکی اینو,تومان,[],True,True,False,True,True,True,False,False,0.5,10,False,9.8505,4,TMN,9620079236.753,False,FLOKITMN,974518473.2879962
2025-08-24,17:25:54,TRON,1,TRX,"[13, 16, 44]",1.98,1.04,2021-02-01T00:00:00Z,TRON,Toman,ترون,تومان,[],True,True,False,True,True,True,False,False,0.5,10,False,34753,0,TMN,9059294823.800646,False,TRXTMN,263820.99420918
2025-08-24,17:25:54,X,2,X,[25],-1.94,-3.21,2024-10-24T00:00:00Z,X,Toman,ایکس امپایر,تومان,['isRisky'],True,True,False,True,True,True,False,False,0.5,10,False,5.1301,4,TMN,7552291972.972438,False,XTMN,1464576900.538165
2025-08-24,17:25:54,Shiba Inu,0,SHIB,[4],-0.75,-1.35,2022-12-18T00:00:00Z,Shiba Inu,Toman,شیبا,تومان,[],True,True,False,True,True,True,False,False,0.5,10,False,1.2266,4,TMN,7056950453.7044,False,SHIBTMN,5759155719.075733
2025-08-24,17:25:54,Binance Coin,5,BNB,"[13, 16, 44, 7]",-2.61,-2.18,2021-06-01T00:00:00Z,Binance Coin,Toman,بایننس کوین,تومان,[],True,True,False,True,True,True,False,False,0.5,10,False,81974871,0,TMN,6751252006.787685,False,BNBTMN,81.61065362
2025-08-24,17:25:54,Ethereum Classic,5,ETC,"[16, 22, 44]",-2.2,-4.53,2022-05-08T00:00:00Z,Ethereum Classic,Toman,اتریوم کلاسیک,تومان,['isRisky'],False,True,False,True,True,True,False,False,,,False,2214358,0,TMN,5351198063.13034,False,ETCTMN,2373.64315072
2025-08-24,17:25:54,Aave,5,AAVE,[13],-1.4,2.72,2022-05-15T00:00:00Z,Aave,Toman,آوه,تومان,[],False,True,False,True,True,True,False,False,,,False,33030642,0,TMN,3898512089.3238,False,AAVETMN,116.17682402
2025-08-24,17:25:54,PancakeSwap,2,CAKE,"[13, 7]",-1.58,-3.74,2021-12-15T00:00:00Z,PancakeSwap,Toman,پنکیک سواپ,تومان,[],True,True,False,True,True,True,False,False,0.5,10,False,256208,0,TMN,3884886172.760372,False,CAKETMN,15087.07246072
2025-08-24,17:25:54,Pump fun,1,PUMP,"[13, 100001]",-6.38,-6.38,2025-08-20T00:00:00Z,Pump fun,Toman,پامپ فان,تومان,[],False,True,True,True,True,True,False,False,,,True,279,0,TMN,3876929855,True,PUMPTMN,13126041.3230366
2025-08-24,17:25:54,CATS,1,CATS,[25],-2.8,-5.02,2024-10-08T00:00:00Z,CATS,Toman,کتز,تومان,[],False,True,False,True,True,True,False,False,,,False,0.20899,5,TMN,3685046681.49103,False,CATSTMN,17459819097.099125
2025-08-24,17:25:54,Ton,2,TON,"[16, 44, 53]",0.03,-1.97,2024-04-23T00:00:00Z,Ton,Toman,تون کوین,تومان,[],True,True,False,True,True,True,False,False,0.5,10,False,316106,0,TMN,3554538955.9149756,False,TONTMN,11228.71856942
2025-08-24,17:25:54,Uniswap,2,UNI,"[13, 7]",-0.87,-1.93,2021-12-17T00:00:00Z,Uniswap,Toman,یونی سوآپ,تومان,[],False,True,False,True,True,True,False,False,,,False,1046451,0,TMN,3151188464.84,False,UNITMN,2989.16
2025-08-24,17:25:54,Polkadot,2,DOT,"[22, 44]",-1.32,-2.17,2021-01-01T00:00:00Z,Polkadot,Toman,پولکادات,تومان,[],True,True,False,True,True,True,False,False,0.5,10,False,381543,0,TMN,2559861049.3266296,False,DOTTMN,6557.76695534
2025-08-24,17:25:54,Worldcoin,2,WLD,[22],-4.15,-4.33,2024-04-23T00:00:00Z,Worldcoin,Toman,ورلد کوین,تومان,[],True,True,False,True,True,True,False,False,0.5,10,False,91577,0,TMN,2552781075.84,False,WLDTMN,27581.47712634
2025-08-24,17:25:54,RabBitcoin,2,RBTC,[25],-1.78,-1.78,2024-09-23T00:00:00Z,RabBitcoin,Toman,ربیت کوین,تومان,['isRisky'],True,True,False,True,True,True,False,False,0.5,10,False,0.0332,4,TMN,2176733124.590938,False,RBTCTMN,65278872473.34508
